Date,NO2,O3,CO2,SO2,PM10,china,china1,china2,china3,Rainfall(mm/day),Wind velocity(m/s),Humidity,Wind direction_E,Wind direction_NE,Wind direction_NW,Wind direction_S,Wind direction_SE,Wind direction_SW,Wind direction_W
20100203,0.028162162162162174,0.019054054054054064,0.4971428571428573,0.0065405405405405456,40.54054054054054,78.95833333333333,56.20833333333334,78.58333333333333,76.66666666666667,0.0,3.3125000000000004,41.04166666666666,0,0,1,0,0,0,0
20100204,0.03797297297297298,0.014675675675675685,0.6333333333333333,0.007000000000000004,47.405405405405396,56.20833333333334,78.58333333333333,76.66666666666667,113.91666666666669,0.0,3.4125,31.5,0,0,1,0,0,0,0
20100205,0.030729729729729743,0.01932432432432433,0.5243243243243244,0.006250000000000004,38.21621621621622,78.58333333333333,76.66666666666667,113.91666666666669,180.95833333333331,0.0,2.558333333333333,45.625,0,0,0,0,0,0,1
20100206,0.04354054054054054,0.01086486486486487,0.6702702702702702,0.006054054054054057,50.27777777777778,76.66666666666667,113.91666666666669,180.95833333333331,147.625,0.0,2.920833333333333,38.54166666666666,0,0,0,0,0,0,1
20100207,0.057810810810810825,0.00591666666666667,0.972972972972973,0.007108108108108111,54.72222222222222,113.91666666666669,180.95833333333331,147.625,12.208333333333336,0.0,2.875,36.125,0,0,0,0,0,0,1
20100208,0.06508108108108109,0.002594594594594596,1.181081081081081,0.00894594594594595,62.94594594594594,180.95833333333331,147.625,12.208333333333336,14.583333333333336,0.0,2.1125000000000003,36.75,0,0,0,1,0,0,0
20100209,0.05245945945945947,0.002081081081081082,1.1567567567567565,0.007054054054054056,62.43243243243244,147.625,12.208333333333336,14.583333333333336,26.875,0.0,1.4458333333333335,23.5,1,0,0,0,0,0,0
20100210,0.04613513513513513,0.004162162162162164,0.7810810810810811,0.0052702702702702746,32.89189189189189,12.208333333333336,14.583333333333336,26.875,88.20833333333331,0.0,1.3999999999999997,57.54166666666666,1,0,0,0,0,0,0
20100211,0.031361111111111124,0.01708333333333334,0.4666666666666667,0.0035000000000000014,10.5,14.583333333333336,26.875,88.20833333333331,90.08695652173913,12.0,1.3125000000000002,85.125,0,0,0,0,1,0,0
20100212,0.03605405405405406,0.014378378378378385,0.5108108108108109,0.003432432432432434,19.135135135135137,26.875,88.20833333333331,90.08695652173913,34.208333333333336,2.0,2.5791666666666666,75.91666666666667,1,0,0,0,0,0,0
20100213,0.02740540540540542,0.026405405405405417,0.4567567567567569,0.004351351351351354,31.72972972972973,88.20833333333331,90.08695652173913,34.208333333333336,96.125,10.5,2.625,82.41666666666667,0,1,0,0,0,0,0
20100214,0.03635135135135136,0.0181891891891892,0.5675675675675675,0.005054054054054056,35.51351351351352,90.08695652173913,34.208333333333336,96.125,60.75,0.30000000000000004,2.3416666666666663,78.66666666666667,0,0,0,0,1,0,0
20100215,0.02983783783783785,0.024972972972972983,0.6108108108108109,0.007621621621621625,57.08333333333334,34.208333333333336,96.125,60.75,84.20833333333333,1.2999999999999998,2.841666666666667,63.95833333333334,0,0,0,0,0,0,1
20100216,0.034972972972972985,0.01994594594594596,0.5324324324324324,0.005243243243243246,43.135135135135144,96.125,60.75,84.20833333333333,114.875,0.0,1.6291666666666669,43.54166666666666,0,0,0,0,0,0,1
20100217,0.05294594594594595,0.009459459459459463,0.7405405405405406,0.0070000000000000045,55.16216216216216,60.75,84.20833333333333,114.875,180.83333333333331,0.0,2.645833333333333,45.83333333333334,0,0,0,0,0,0,1
20100218,0.03327027027027028,0.020270270270270282,0.5378378378378379,0.0067837837837837894,61.918918918918926,84.20833333333333,114.875,180.83333333333331,121.29166666666669,0.0,2.6625,43.16666666666666,0,0,1,0,0,0,0
20100219,0.048945945945945965,0.01167567567567568,0.6459459459459459,0.006918918918918922,57.24324324324325,114.875,180.83333333333331,121.29166666666669,91.83333333333331,0.0,1.775,45.45833333333334,0,0,0,1,0,0,0
20100220,0.059000000000000004,0.009918918918918922,0.9135135135135134,0.00927777777777778,75.43243243243244,180.83333333333331,121.29166666666669,91.83333333333331,174.54166666666663,2.7,3.2583333333333333,56.75,0,0,0,0,0,0,1
20100221,0.05248648648648649,0.0161891891891892,0.7945945945945945,0.007694444444444448,66.69444444444444,121.29166666666669,91.83333333333331,174.54166666666663,272.75,0.0,2.3000000000000003,51.0,0,0,0,0,0,1,0
20100222,0.054297297297297306,0.01654054054054055,0.6945945945945947,0.006891891891891896,69.6388888888889,91.83333333333331,174.54166666666663,272.75,164.95833333333334,0.0,1.9333333333333331,59.54166666666666,0,0,0,1,0,0,0
20100223,0.06564864864864865,0.008675675675675681,0.9729729729729732,0.007297297297297302,84.72222222222223,174.54166666666663,272.75,164.95833333333334,69.29166666666667,0.0,2.0,59.79166666666666,0,0,0,0,1,0,0
20100224,0.07232432432432433,0.009918918918918922,1.1,0.008189189189189193,82.89189189189189,272.75,164.95833333333334,69.29166666666667,80.08333333333333,0.0,2.395833333333333,61.0,0,0,0,0,0,1,0
20100225,0.048621621621621626,0.006891891891891895,0.7702702702702702,0.005108108108108111,37.08108108108108,164.95833333333334,69.29166666666667,80.08333333333333,81.20833333333333,0.0,2.0041666666666664,55.75,0,0,0,0,1,0,0
20100226,0.04227027027027027,0.00894594594594595,0.7324324324324323,0.004675675675675678,34.45945945945946,69.29166666666667,80.08333333333333,81.20833333333333,59.25,0.0,1.8166666666666669,47.16666666666666,0,0,0,0,1,0,0
20100227,0.03675675675675677,0.010108108108108112,0.6702702702702702,0.004027027027027029,40.594594594594604,80.08333333333333,81.20833333333333,59.25,90.41666666666669,23.5,2.020833333333333,65.75,0,0,0,0,1,0,0
20100228,0.03564864864864867,0.014378378378378385,0.6270270270270271,0.006405405405405409,62.7027027027027,81.20833333333333,59.25,90.41666666666669,157.41666666666666,3.0,1.491666666666667,88.29166666666669,0,0,0,0,0,1,0
20100301,0.025000000000000012,0.027837837837837845,0.464864864864865,0.004000000000000003,26.10810810810811,59.25,90.41666666666669,157.41666666666666,192.33333333333331,0.0,2.2625,60.66666666666666,0,0,0,0,1,0,0
20100302,0.03656756756756758,0.01708108108108109,0.545945945945946,0.003648648648648649,29.10810810810811,90.41666666666669,157.41666666666666,192.33333333333331,21.79166666666667,0.0,2.1541666666666663,69.0,0,0,0,0,0,0,1
20100303,0.04175675675675677,0.018837837837837847,0.7675675675675677,0.0061388888888888925,92.08108108108108,157.41666666666666,192.33333333333331,21.79166666666667,51.83333333333334,13.0,2.8208333333333333,73.20833333333333,0,0,0,0,1,0,0
20100304,0.03643243243243244,0.017000000000000008,0.5648648648648649,0.003555555555555557,33.945945945945944,192.33333333333331,21.79166666666667,51.83333333333334,87.83333333333331,4.0,3.4250000000000003,68.29166666666667,1,0,0,0,0,0,0
20100305,0.04127027027027027,0.014567567567567575,0.6243243243243242,0.004702702702702706,42.21621621621622,21.79166666666667,51.83333333333334,87.83333333333331,45.375,0.0,2.1541666666666672,70.54166666666667,0,0,0,0,0,1,0
20100306,0.033486486486486486,0.02086486486486488,0.6513513513513512,0.0061351351351351365,64.62162162162164,51.83333333333334,87.83333333333331,45.375,19.70833333333333,0.0,2.7291666666666665,46.375,1,0,0,0,0,0,0
20100307,0.021891891891891904,0.0321891891891892,0.3805555555555557,0.002972972972972975,16.35135135135135,87.83333333333331,45.375,19.70833333333333,61.875,1.8,2.2583333333333333,76.83333333333333,1,0,0,0,0,0,0
20100308,0.02767567567567569,0.028135135135135145,0.4135135135135136,0.002945945945945948,17.243243243243242,45.375,19.70833333333333,61.875,176.29166666666663,0.0,2.4958333333333336,63.125,0,0,0,0,0,0,1
20100309,0.034324324324324335,0.02040540540540542,0.4918918918918921,0.002972972972972975,21.97297297297297,19.70833333333333,61.875,176.29166666666663,43.625,0.0,2.3833333333333333,51.16666666666666,1,0,0,0,0,0,0
20100310,0.03629729729729731,0.020972972972972983,0.5351351351351352,0.004081081081081083,30.16216216216216,61.875,176.29166666666663,43.625,60.375,0.0,2.975,46.58333333333334,1,0,0,0,0,0,0
20100311,0.04056756756756756,0.02256756756756758,0.5972972972972971,0.006250000000000003,49.54054054054054,176.29166666666663,43.625,60.375,86.625,0.0,2.858333333333333,45.25,1,0,0,0,0,0,0
20100312,0.03924324324324325,0.02491891891891893,0.5891891891891892,0.00605555555555556,83.05405405405405,43.625,60.375,86.625,62.75,14.0,2.520833333333333,66.25,0,0,0,1,0,0,0
20100313,0.03213513513513515,0.023351351351351364,0.4945945945945947,0.003972222222222224,115.81081081081079,60.375,86.625,62.75,64.875,7.1,2.475,79.375,0,0,0,0,0,0,1
20100314,0.04435135135135136,0.0115945945945946,0.6135135135135134,0.0046388888888888894,94.37837837837836,86.625,62.75,64.875,40.583333333333336,0.0,2.875,60.79166666666666,0,0,0,1,0,0,0
20100315,0.035513513513513534,0.017837837837837843,0.6054054054054052,0.003805555555555557,102.54054054054056,62.75,64.875,40.583333333333336,164.75,0.0,4.1875,62.33333333333334,0,0,0,0,0,1,0
20100316,0.022648648648648663,0.031270270270270274,0.40540540540540543,0.003916666666666669,212.59459459459458,64.875,40.583333333333336,164.75,226.0,0.0,2.608333333333333,28.45833333333333,0,0,0,0,0,0,1
20100317,0.037594594594594605,0.020351351351351358,0.5540540540540541,0.0046666666666666705,52.37837837837838,40.583333333333336,164.75,226.0,161.95454545454547,2.0,2.2750000000000004,36.333333333333336,1,0,0,0,0,0,0
20100318,0.033162162162162175,0.02491891891891893,0.5324324324324325,0.005138888888888891,43.16216216216216,164.75,226.0,161.95454545454547,70.54166666666667,17.5,3.2916666666666674,77.33333333333333,0,0,0,1,0,0,0
20100319,0.05016216216216216,0.012675675675675685,0.6486486486486486,0.005583333333333336,50.48648648648647,226.0,161.95454545454547,70.54166666666667,160.47826086956522,0.0,4.737500000000002,38.708333333333336,0,0,0,0,0,0,1
20100320,0.047621621621621625,0.011297297297297304,0.8567567567567567,0.005305555555555559,116.18918918918921,161.95454545454547,70.54166666666667,160.47826086956522,53.875,0.0,2.075,38.04166666666666,0,0,0,0,0,0,1
20100321,0.02108108108108109,0.03386486486486486,0.40810810810810827,0.0047500000000000025,44.48648648648647,70.54166666666667,160.47826086956522,53.875,61.91666666666666,1.0,2.4125,61.95833333333334,0,0,0,1,0,0,0
20100322,0.053243243243243255,0.009513513513513521,0.7945945945945947,0.004694444444444447,48.94594594594594,160.47826086956522,53.875,61.91666666666666,31.04166666666667,0.0,2.5291666666666663,48.83333333333334,0,0,0,0,0,1,0
20100323,0.04732432432432433,0.01121621621621622,0.7594594594594595,0.003972972972972975,54.594594594594604,53.875,61.91666666666666,31.04166666666667,69.5,0.1,1.9125,53.41666666666666,0,0,0,0,1,0,0
20100324,0.04375675675675677,0.01664864864864866,0.681081081081081,0.004270270270270273,77.13513513513513,61.91666666666666,31.04166666666667,69.5,69.625,0.1,4.9875,54.54166666666666,0,0,0,0,0,0,1
20100325,0.030810810810810826,0.02629729729729731,0.5297297297297299,0.0042972972972973,54.729729729729726,31.04166666666667,69.5,69.625,73.91666666666667,0.0,2.5375000000000005,57.66666666666666,0,0,0,1,0,0,0
20100326,0.028432432432432445,0.0311891891891892,0.5054054054054054,0.004810810810810814,51.189189189189186,69.5,69.625,73.91666666666667,221.875,9.9,1.2583333333333335,84.79166666666667,1,0,0,0,0,0,0
20100327,0.03981081081081081,0.02410810810810812,0.5918918918918917,0.005864864864864868,94.4054054054054,69.625,73.91666666666667,221.875,251.66666666666663,0.0,2.1,53.33333333333334,0,0,0,0,0,1,0
20100328,0.03127027027027029,0.028567567567567582,0.5000000000000001,0.005189189189189192,55.83783783783784,73.91666666666667,221.875,251.66666666666663,113.1,0.0,2.3125,46.45833333333334,0,0,0,0,0,0,1
20100329,0.048135135135135135,0.023162162162162173,0.6243243243243243,0.006324324324324329,60.729729729729726,221.875,251.66666666666663,113.1,27.863636363636363,2.5,3.524999999999999,37.583333333333336,0,0,0,0,0,1,0
20100330,0.05627027027027028,0.019567567567567574,0.7243243243243243,0.006432432432432436,67.18918918918921,251.66666666666663,113.1,27.863636363636363,31.625,0.0,4.145833333333334,55.33333333333334,0,0,0,0,0,1,0
20100331,0.04935135135135134,0.0095945945945946,0.681081081081081,0.003972972972972975,36.32432432432432,113.1,27.863636363636363,31.625,106.875,0.0,3.041666666666666,71.45833333333333,0,0,0,0,0,0,1
20100401,0.039297297297297314,0.01121621621621622,0.6108108108108108,0.0037027027027027046,61.0,27.863636363636363,31.625,106.875,124.125,0.0,2.7416666666666667,36.79166666666666,0,0,0,0,0,0,1
20100402,0.03716216216216217,0.023972972972972986,0.5513513513513514,0.005945945945945949,89.7837837837838,31.625,106.875,124.125,128.04166666666666,0.0,2.483333333333333,37.75,0,0,0,0,0,1,0
20100403,0.033378378378378384,0.02591891891891893,0.4729729729729731,0.004675675675675678,67.72972972972973,106.875,124.125,128.04166666666666,21.291666666666668,0.0,2.291666666666667,48.70833333333334,0,0,0,0,1,0,0
20100404,0.04440540540540541,0.019783783783783798,0.581081081081081,0.004918918918918921,53.45945945945946,124.125,128.04166666666666,21.291666666666668,94.75,9.5,2.1666666666666665,83.91666666666667,1,0,0,0,0,0,0
20100405,0.05205405405405407,0.014837837837837847,0.6621621621621623,0.004486486486486489,48.567567567567565,128.04166666666666,21.291666666666668,94.75,108.20833333333331,1.0,2.6750000000000003,71.41666666666667,0,0,0,0,0,0,1
20100406,0.0354864864864865,0.02564864864864866,0.4972972972972974,0.004540540540540543,47.94594594594594,21.291666666666668,94.75,108.20833333333331,83.45833333333333,0.0,3.6333333333333333,39.41666666666666,0,0,0,0,0,0,1
20100407,0.03843243243243244,0.02508108108108109,0.5270270270270272,0.004351351351351354,41.162162162162154,94.75,108.20833333333331,83.45833333333333,34.041666666666664,0.0,2.9958333333333336,28.79166666666667,0,0,0,0,0,0,1
20100408,0.05964864864864865,0.01762162162162163,0.681081081081081,0.006189189189189193,64.54054054054055,108.20833333333331,83.45833333333333,34.041666666666664,70.75,0.0,2.5958333333333328,32.541666666666664,0,0,0,1,0,0,0
20100409,0.05883783783783785,0.02086486486486488,0.6918918918918919,0.005324324324324328,54.75675675675675,83.45833333333333,34.041666666666664,70.75,44.5,0.0,2.0625,57.29166666666666,0,0,0,1,0,0,0
20100410,0.05945945945945945,0.011351351351351357,0.7297297297297297,0.005648648648648652,61.78378378378378,34.041666666666664,70.75,44.5,23.95833333333333,0.0,3.345833333333333,58.125,0,0,0,0,0,0,1
20100411,0.03154054054054056,0.025243243243243257,0.4702702702702704,0.0036756756756756775,30.135135135135137,70.75,44.5,23.95833333333333,55.91666666666666,0.0,2.6958333333333333,36.0,0,0,0,0,0,0,1
20100412,0.033756756756756774,0.023702702702702715,0.4648648648648648,0.003216216216216218,33.108108108108105,44.5,23.95833333333333,55.91666666666666,177.58333333333337,0.0,2.275,41.25,0,0,0,1,0,0,0
20100413,0.02113513513513515,0.031162162162162176,0.4027027027027028,0.0028918918918918943,34.486486486486484,23.95833333333333,55.91666666666666,177.58333333333337,205.0,0.0,2.0791666666666666,45.625,0,0,0,1,0,0,0
20100414,0.023432432432432444,0.02894594594594596,0.3837837837837839,0.0032702702702702728,34.594594594594604,55.91666666666666,177.58333333333337,205.0,152.375,0.0,1.7666666666666666,52.5,0,0,0,0,0,1,0
20100415,0.03702702702702704,0.02572972972972974,0.5194444444444446,0.004972972972972976,46.081081081081074,177.58333333333337,205.0,152.375,240.25,0.0,2.145833333333333,59.66666666666666,0,0,0,1,0,0,0
20100416,0.046702702702702686,0.024162162162162173,0.6527777777777778,0.00621621621621622,76.54054054054055,205.0,152.375,240.25,199.5,0.1,2.591666666666667,42.333333333333336,1,0,0,0,0,0,0
20100417,0.046702702702702686,0.02037837837837839,0.5777777777777778,0.005135135135135138,54.62162162162162,152.375,240.25,199.5,80.25,8.0,4.0125,62.66666666666666,0,0,0,0,0,1,0
20100418,0.043486486486486495,0.0221891891891892,0.6055555555555555,0.005081081081081084,65.29729729729729,240.25,199.5,80.25,39.0,0.0,4.075,33.125,0,0,0,0,0,0,1
20100419,0.05713513513513512,0.013621621621621628,0.7583333333333333,0.004837837837837841,63.351351351351354,199.5,80.25,39.0,39.54166666666666,0.0,2.2500000000000004,26.16666666666667,0,0,0,0,0,1,0
20100420,0.05297297297297298,0.013756756756756763,0.8027027027027027,0.005243243243243247,61.1081081081081,80.25,39.0,39.54166666666666,33.5,0.0,2.2875,43.5,0,0,0,0,0,0,1
20100421,0.0375945945945946,0.02037837837837839,0.564864864864865,0.0035675675675675687,36.56756756756757,39.0,39.54166666666666,33.5,88.75,0.0,2.9125,39.333333333333336,0,0,0,0,0,0,1
20100422,0.02870270270270272,0.029864864864864876,0.4324324324324326,0.0028378378378378396,16.27027027027027,39.54166666666666,33.5,88.75,83.83333333333333,0.0,2.1875,62.375,0,0,0,1,0,0,0
20100423,0.034162162162162175,0.02708108108108109,0.5054054054054055,0.0028108108108108125,25.135135135135137,33.5,88.75,83.83333333333333,13.5,0.0,2.7375000000000007,44.75,0,0,0,0,1,0,0
20100424,0.04983783783783784,0.02337837837837839,0.6486486486486487,0.00456756756756757,55.67567567567568,88.75,83.83333333333333,13.5,25.125,0.2,1.3958333333333333,58.0,1,0,0,0,0,0,0
20100425,0.05254054054054054,0.032729729729729734,0.6216216216216216,0.005891891891891895,66.27027027027027,83.83333333333333,13.5,25.125,16.125,0.0,2.233333333333333,66.04166666666667,0,0,0,0,0,0,1
20100426,0.05727027027027029,0.01694594594594595,0.6729729729729729,0.004324324324324327,50.78378378378378,13.5,25.125,16.125,19.041666666666668,8.5,3.183333333333333,67.25,1,0,0,0,0,0,0
20100427,0.02797297297297299,0.030648648648648656,0.4972972972972974,0.0036216216216216224,37.62162162162162,25.125,16.125,19.041666666666668,29.04166666666667,1.5,2.3166666666666664,62.41666666666666,0,1,0,0,0,0,0
20100428,0.03640540540540542,0.020351351351351358,0.5135135135135135,0.0041351351351351364,37.37837837837838,16.125,19.041666666666668,29.04166666666667,69.91666666666667,2.5,1.7291666666666663,68.29166666666667,0,0,0,1,0,0,0
20100429,0.033081081081081085,0.022486486486486497,0.5432432432432432,0.0060270270270270316,61.351351351351354,19.041666666666668,29.04166666666667,69.91666666666667,76.41666666666667,0.0,2.670833333333333,46.04166666666666,0,0,0,0,0,1,0
20100430,0.03686486486486487,0.021810810810810818,0.5648648648648649,0.005297297297297301,53.48648648648647,29.04166666666667,69.91666666666667,76.41666666666667,113.29166666666669,0.0,2.0500000000000003,32.708333333333336,0,0,0,0,0,1,0
20100501,0.04254054054054055,0.031567567567567574,0.5648648648648648,0.006729729729729734,41.944444444444436,69.91666666666667,76.41666666666667,113.29166666666669,139.25,27.0,1.85,56.58333333333334,0,0,0,0,1,0,0
20100502,0.04416216216216217,0.039297297297297314,0.581081081081081,0.005972972972972977,66.44444444444444,76.41666666666667,113.29166666666669,139.25,119.25,4.5,5.650000000000001,72.5,0,0,0,0,0,1,0
20100503,0.032351351351351365,0.029513513513513532,0.4783783783783784,0.003675675675675678,88.83333333333331,113.29166666666669,139.25,119.25,20.291666666666668,9.0,3.1666666666666665,69.95833333333333,0,0,0,1,0,0,0
20100504,0.03648648648648649,0.02486486486486488,0.5108108108108109,0.0037567567567567592,85.52777777777777,139.25,119.25,20.291666666666668,96.5,0.5,4.399999999999999,63.0,0,0,0,0,0,0,1
20100505,0.04186486486486486,0.02362162162162164,0.5864864864864864,0.004540540540540543,76.91666666666667,119.25,20.291666666666668,96.5,132.0,0.0,3.7625000000000006,59.91666666666666,0,0,0,0,0,0,1
20100506,0.031000000000000014,0.02391891891891893,0.4729729729729731,0.003540540540540542,34.27777777777778,20.291666666666668,96.5,132.0,79.58333333333333,0.0,2.8708333333333336,56.79166666666666,0,0,0,0,0,0,1
20100507,0.042675675675675685,0.030972972972972974,0.5222222222222223,0.005864864864864868,42.361111111111114,96.5,132.0,79.58333333333333,42.375,0.0,2.5625,35.916666666666664,0,0,0,1,0,0,0
20100508,0.05227027027027027,0.0334054054054054,0.6222222222222222,0.008621621621621627,69.02777777777777,132.0,79.58333333333333,42.375,17.666666666666668,0.0,3.3875000000000006,65.29166666666667,0,0,0,0,0,1,0
20100509,0.058648648648648674,0.031567567567567574,0.6891891891891891,0.008135135135135139,79.91666666666667,79.58333333333333,42.375,17.666666666666668,43.79166666666666,0.0,3.520833333333333,74.875,0,0,0,0,0,1,0
20100510,0.032567567567567575,0.03924324324324325,0.4216216216216217,0.0048918918918918934,85.47222222222223,42.375,17.666666666666668,43.79166666666666,67.66666666666667,0.0,2.1916666666666664,59.04166666666666,0,0,0,1,0,0,0
